X,Y,Z,formation
179.0479167,-34.85208333,-1525,Chalk
179.0770833,-34.88958333,-1524,Chalk
179.08125,-34.86875,-1524,Chalk
179.06875,-34.88958333,-1523,Chalk
179.0854167,-34.86875,-1523,Chalk
179.0604167,-34.88541667,-1519,Chalk
179.0729167,-34.88958333,-1518,Chalk
179.0479167,-34.86875,-1517,Chalk
179.0729167,-34.85625,-1512,Chalk
179.05625,-34.85208333,-1512,Chalk
179.0770833,-34.87708333,-1511,Chalk
179.0854167,-34.87708333,-1510,Chalk
179.0770833,-34.88541667,-1505,Chalk
179.0604167,-34.85208333,-1499,Chalk
179.0645833,-34.85208333,-1494,Chalk
179.0520833,-34.86875,-1491,Chalk
179.06875,-34.85625,-1486,Chalk
179.0854167,-34.87291667,-1485,Chalk
179.0645833,-34.85625,-1483,Chalk
179.0520833,-34.86458333,-1476,Chalk
179.0479167,-34.86458333,-1471,Chalk
179.06875,-34.87708333,-1463,Chalk
179.0520833,-34.85208333,-1457,Chalk
179.0604167,-34.85625,-1452,Chalk
179.0479167,-34.85625,-1451,Chalk
179.0645833,-34.88125,-1450,Chalk
179.05625,-34.85625,-1440,Chalk
179.0645833,-34.88541667,-1438,Chalk
179.0729167,-34.88541667,-1438,Chalk
179.0729167,-34.87708333,-1421,Chalk
179.0479167,-34.86041667,-1420,Chalk
179.0729167,-34.88125,-1398,Chalk
179.0520833,-34.85625,-1388,Chalk
179.06875,-34.88541667,-1380,Chalk
179.0520833,-34.86041667,-1375,Chalk
179.06875,-34.88125,-1371,Chalk
179.0854167,-34.92291667,-2510,Dolomite
179.0479167,-34.88958333,-2510,Dolomite
179.0895833,-34.92291667,-2509,Dolomite
179.0854167,-34.91875,-2509,Dolomite
179.0395833,-34.91458333,-2509,Dolomite
179.0270833,-34.85208333,-2509,Dolomite
179.04375,-34.85208333,-2509,Dolomite
179.0895833,-34.82708333,-2509,Dolomite
179.10625,-34.82708333,-2509,Dolomite
179.09375,-34.88958333,-2508,Dolomite
179.04375,-34.86875,-2508,Dolomite
179.0729167,-34.91041667,-2506,Dolomite
179.08125,-34.88958333,-2506,Dolomite
179.0895833,-34.87708333,-2506,Dolomite
179.0645833,-34.86041667,-2506,Dolomite
179.1145833,-34.91458333,-2505,Dolomite
179.06875,-34.91041667,-2505,Dolomite
179.08125,-34.92291667,-2503,Dolomite
179.0604167,-34.88958333,-2503,Dolomite
179.03125,-34.86875,-2502,Dolomite
179.0520833,-34.83958333,-2502,Dolomite
179.0270833,-34.85625,-2501,Dolomite
179.10625,-34.83958333,-2501,Dolomite
179.0520833,-34.90625,-2500,Dolomite
179.0604167,-34.92291667,-2499,Dolomite
179.1104167,-34.88958333,-2499,Dolomite
179.08125,-34.87708333,-2499,Dolomite
179.0479167,-34.87291667,-2499,Dolomite
179.10625,-34.86875,-2499,Dolomite
179.03125,-34.84791667,-2497,Dolomite
179.1104167,-34.88125,-2496,Dolomite
179.0854167,-34.86458333,-2495,Dolomite
179.0729167,-34.85208333,-2495,Dolomite
179.0354167,-34.87708333,-2494,Dolomite
179.0895833,-34.91041667,-2493,Dolomite
179.06875,-34.86041667,-2492,Dolomite
179.0854167,-34.91458333,-2491,Dolomite
179.10625,-34.89375,-2491,Dolomite
179.0354167,-34.88125,-2490,Dolomite
179.06875,-34.87291667,-2490,Dolomite
179.04375,-34.92291667,-2489,Dolomite
179.0395833,-34.91875,-2489,Dolomite
179.0604167,-34.86041667,-2489,Dolomite
179.0895833,-34.83125,-2489,Dolomite
179.0645833,-34.91041667,-2488,Dolomite
179.0604167,-34.91458333,-2486,Dolomite
179.1020833,-34.83125,-2485,Dolomite
179.1104167,-34.88541667,-2484,Dolomite
179.0895833,-34.87291667,-2484,Dolomite
179.0770833,-34.90625,-2483,Dolomite
179.08125,-34.89791667,-2483,Dolomite
179.0854167,-34.82708333,-2482,Dolomite
179.0979167,-34.88125,-2481,Dolomite
179.1145833,-34.83125,-2481,Dolomite
179.01875,-34.82708333,-2481,Dolomite
179.08125,-34.91875,-2478,Dolomite
179.0770833,-34.84375,-2478,Dolomite
179.0729167,-34.83958333,-2478,Dolomite
179.0604167,-34.88125,-2477,Dolomite
179.0479167,-34.92291667,-2476,Dolomite
179.0604167,-34.91875,-2476,Dolomite
179.03125,-34.86458333,-2476,Dolomite
179.0770833,-34.85625,-2476,Dolomite
179.09375,-34.83541667,-2476,Dolomite
179.0895833,-34.90625,-2475,Dolomite
179.04375,-34.88541667,-2475,Dolomite
179.06875,-34.90625,-2473,Dolomite
179.1020833,-34.89791667,-2473,Dolomite
179.06875,-34.83958333,-2473,Dolomite
179.05625,-34.88541667,-2472,Dolomite
179.0645833,-34.87708333,-2472,Dolomite
179.0645833,-34.83958333,-2470,Dolomite
179.0229167,-34.82708333,-2470,Dolomite
179.1020833,-34.84791667,-2469,Dolomite
179.0854167,-34.85625,-2467,Dolomite
179.0979167,-34.87291667,-2466,Dolomite
179.0729167,-34.86041667,-2466,Dolomite
179.0354167,-34.87291667,-2465,Dolomite
179.0979167,-34.87708333,-2464,Dolomite
179.0645833,-34.86458333,-2464,Dolomite
179.09375,-34.86458333,-2464,Dolomite
179.0604167,-34.82708333,-2464,Dolomite
179.08125,-34.87291667,-2463,Dolomite
179.0770833,-34.86041667,-2463,Dolomite
179.03125,-34.85208333,-2463,Dolomite
179.1020833,-34.84375,-2463,Dolomite
179.0895833,-34.83541667,-2463,Dolomite
179.1104167,-34.83541667,-2463,Dolomite
179.0520833,-34.92291667,-2462,Dolomite
179.0770833,-34.87291667,-2462,Dolomite
179.0895833,-34.86041667,-2462,Dolomite
179.0520833,-34.82708333,-2462,Dolomite
179.08125,-34.82708333,-2462,Dolomite
179.05625,-34.82708333,-2461,Dolomite
179.0854167,-34.91041667,-2460,Dolomite
179.04375,-34.85625,-2460,Dolomite
179.0604167,-34.83958333,-2458,Dolomite
179.0479167,-34.91041667,-2457,Dolomite
179.0479167,-34.82708333,-2457,Dolomite
179.05625,-34.90208333,-2456,Dolomite
179.1104167,-34.82708333,-2456,Dolomite
179.0729167,-34.90625,-2455,Dolomite
179.09375,-34.90208333,-2454,Dolomite
179.04375,-34.82708333,-2454,Dolomite
179.05625,-34.91458333,-2453,Dolomite
179.03125,-34.86041667,-2453,Dolomite
179.0770833,-34.92291667,-2452,Dolomite
179.0395833,-34.88541667,-2452,Dolomite
179.10625,-34.87291667,-2452,Dolomite
179.04375,-34.86458333,-2452,Dolomite
179.0854167,-34.83125,-2452,Dolomite
179.0645833,-34.82708333,-2452,Dolomite
179.03125,-34.85625,-2451,Dolomite
179.05625,-34.89791667,-2450,Dolomite
179.0645833,-34.88958333,-2450,Dolomite
179.10625,-34.88958333,-2450,Dolomite
179.01875,-34.83125,-2450,Dolomite
179.08125,-34.88125,-2448,Dolomite
179.0854167,-34.88125,-2447,Dolomite
179.08125,-34.85208333,-2447,Dolomite
179.0520833,-34.87708333,-2446,Dolomite
179.0604167,-34.86875,-2446,Dolomite
179.0604167,-34.86458333,-2446,Dolomite
179.0979167,-34.83541667,-2446,Dolomite
179.0354167,-34.84375,-2445,Dolomite
179.06875,-34.85208333,-2444,Dolomite
179.1145833,-34.82708333,-2443,Dolomite
179.0354167,-34.88541667,-2442,Dolomite
179.1104167,-34.83125,-2442,Dolomite
179.0645833,-34.90625,-2441,Dolomite
179.0395833,-34.82708333,-2441,Dolomite
179.0979167,-34.89791667,-2440,Dolomite
179.0854167,-34.89375,-2440,Dolomite
179.0729167,-34.87291667,-2440,Dolomite
179.10625,-34.83541667,-2440,Dolomite
179.0270833,-34.82708333,-2440,Dolomite
179.05625,-34.92291667,-2438,Dolomite
179.0479167,-34.88541667,-2438,Dolomite
179.1020833,-34.85208333,-2438,Dolomite
179.10625,-34.87708333,-2437,Dolomite
179.06875,-34.86458333,-2437,Dolomite
179.0354167,-34.84791667,-2437,Dolomite
179.0770833,-34.90208333,-2435,Dolomite
179.09375,-34.88541667,-2435,Dolomite
179.05625,-34.83958333,-2434,Dolomite
179.0354167,-34.82708333,-2434,Dolomite
179.0854167,-34.83541667,-2433,Dolomite
179.0854167,-34.90625,-2432,Dolomite
179.10625,-34.88541667,-2432,Dolomite
179.04375,-34.86041667,-2432,Dolomite
179.03125,-34.82708333,-2432,Dolomite
179.06875,-34.82708333,-2432,Dolomite
179.0520833,-34.88958333,-2431,Dolomite
179.10625,-34.88125,-2430,Dolomite
179.0395833,-34.88125,-2429,Dolomite
179.0729167,-34.92291667,-2428,Dolomite
179.0895833,-34.88958333,-2428,Dolomite
179.05625,-34.86041667,-2428,Dolomite
179.0770833,-34.88125,-2427,Dolomite
179.0645833,-34.86875,-2426,Dolomite
179.10625,-34.83125,-2426,Dolomite
179.0520833,-34.91041667,-2425,Dolomite
179.08125,-34.88541667,-2425,Dolomite
179.0520833,-34.87291667,-2425,Dolomite
179.08125,-34.86458333,-2425,Dolomite
179.0479167,-34.85208333,-2425,Dolomite
179.09375,-34.83958333,-2425,Dolomite
179.1020833,-34.83541667,-2425,Dolomite
179.0770833,-34.88958333,-2424,Dolomite
179.0395833,-34.87708333,-2424,Dolomite
179.08125,-34.86875,-2424,Dolomite
179.0645833,-34.90208333,-2423,Dolomite
179.06875,-34.90208333,-2423,Dolomite
179.06875,-34.88958333,-2423,Dolomite
179.0854167,-34.86875,-2423,Dolomite
179.05625,-34.91875,-2422,Dolomite
179.08125,-34.91458333,-2422,Dolomite
179.0604167,-34.90208333,-2420,Dolomite
179.0354167,-34.86875,-2420,Dolomite
179.0895833,-34.83958333,-2420,Dolomite
179.03125,-34.90625,-2419,Dolomite
179.1020833,-34.89375,-2419,Dolomite
179.0604167,-34.88541667,-2419,Dolomite
179.0729167,-34.88958333,-2418,Dolomite
179.1020833,-34.83958333,-2418,Dolomite
179.0604167,-34.91041667,-2417,Dolomite
179.0479167,-34.86875,-2417,Dolomite
179.0979167,-34.84375,-2416,Dolomite
179.0729167,-34.82708333,-2416,Dolomite
179.0229167,-34.91041667,-2414,Dolomite
179.0979167,-34.83958333,-2414,Dolomite
179.0979167,-34.84791667,-2413,Dolomite
179.0729167,-34.85625,-2412,Dolomite
179.05625,-34.85208333,-2412,Dolomite
179.0604167,-34.89791667,-2411,Dolomite
179.0770833,-34.87708333,-2411,Dolomite
179.0270833,-34.90625,-2410,Dolomite
179.03125,-34.90208333,-2410,Dolomite
179.0854167,-34.87708333,-2410,Dolomite
179.01875,-34.91458333,-2409,Dolomite
179.0270833,-34.91041667,-2409,Dolomite
179.05625,-34.86875,-2409,Dolomite
179.04375,-34.91875,-2408,Dolomite
179.0770833,-34.91875,-2408,Dolomite
179.0354167,-34.90208333,-2407,Dolomite
179.0229167,-34.91458333,-2406,Dolomite
179.01875,-34.91041667,-2405,Dolomite
179.0770833,-34.88541667,-2405,Dolomite
179.08125,-34.83125,-2405,Dolomite
179.03125,-34.91041667,-2404,Dolomite
179.01875,-34.91875,-2403,Dolomite
179.01875,-34.90625,-2403,Dolomite
179.0354167,-34.90625,-2403,Dolomite
179.0729167,-34.90208333,-2403,Dolomite
179.05625,-34.89375,-2403,Dolomite
179.0729167,-34.84375,-2403,Dolomite
179.05625,-34.90625,-2402,Dolomite
179.0270833,-34.90208333,-2402,Dolomite
179.1020833,-34.86458333,-2402,Dolomite
179.0770833,-34.84791667,-2402,Dolomite
179.0229167,-34.83125,-2402,Dolomite
179.0229167,-34.90625,-2401,Dolomite
179.06875,-34.86875,-2400,Dolomite
179.0770833,-34.82708333,-2400,Dolomite
179.0604167,-34.85208333,-2399,Dolomite
179.09375,-34.86875,-2398,Dolomite
179.0854167,-34.83958333,-2398,Dolomite
179.0895833,-34.90208333,-2397,Dolomite
179.03125,-34.89791667,-2396,Dolomite
179.0479167,-34.91875,-2395,Dolomite
179.01875,-34.83541667,-2395,Dolomite
179.0645833,-34.85208333,-2394,Dolomite
179.0520833,-34.91875,-2393,Dolomite
179.0270833,-34.89791667,-2393,Dolomite
179.0229167,-34.91875,-2391,Dolomite
179.04375,-34.91458333,-2391,Dolomite
179.09375,-34.89791667,-2391,Dolomite
179.0520833,-34.86875,-2391,Dolomite
179.08125,-34.83541667,-2391,Dolomite
179.0354167,-34.89791667,-2388,Dolomite
179.08125,-34.91041667,-2387,Dolomite
179.0645833,-34.89791667,-2387,Dolomite
179.0354167,-34.85208333,-2387,Dolomite
179.06875,-34.85625,-2386,Dolomite
179.04375,-34.88125,-2385,Dolomite
179.0854167,-34.87291667,-2385,Dolomite
179.0229167,-34.90208333,-2384,Dolomite
179.0270833,-34.89375,-2384,Dolomite
179.0395833,-34.87291667,-2384,Dolomite
179.01875,-34.92291667,-2383,Dolomite
179.01875,-34.90208333,-2383,Dolomite
179.0395833,-34.90208333,-2383,Dolomite
179.0645833,-34.85625,-2383,Dolomite
179.09375,-34.84375,-2382,Dolomite
179.0604167,-34.90625,-2381,Dolomite
179.0395833,-34.89791667,-2381,Dolomite
179.0270833,-34.91458333,-2380,Dolomite
179.0729167,-34.86458333,-2380,Dolomite
179.0979167,-34.85208333,-2380,Dolomite
179.05625,-34.91041667,-2379,Dolomite
179.05625,-34.87291667,-2379,Dolomite
179.0395833,-34.90625,-2378,Dolomite
179.0229167,-34.89791667,-2378,Dolomite
179.09375,-34.88125,-2377,Dolomite
179.0354167,-34.86458333,-2377,Dolomite
179.0770833,-34.89791667,-2376,Dolomite
179.0520833,-34.86458333,-2376,Dolomite
179.0520833,-34.91458333,-2372,Dolomite
179.0854167,-34.86041667,-2372,Dolomite
179.1145833,-34.85208333,-2372,Dolomite
179.1145833,-34.84791667,-2372,Dolomite
179.0479167,-34.86458333,-2371,Dolomite
179.0395833,-34.89375,-2369,Dolomite
179.0354167,-34.85625,-2369,Dolomite
179.06875,-34.92291667,-2368,Dolomite
179.0979167,-34.89375,-2368,Dolomite
179.1020833,-34.85625,-2368,Dolomite
179.09375,-34.84791667,-2368,Dolomite
179.06875,-34.89791667,-2367,Dolomite
179.08125,-34.89375,-2367,Dolomite
179.08125,-34.90625,-2366,Dolomite
179.0229167,-34.88958333,-2366,Dolomite
179.06875,-34.84375,-2366,Dolomite
179.0354167,-34.86041667,-2365,Dolomite
179.1020833,-34.86041667,-2364,Dolomite
179.08125,-34.85625,-2364,Dolomite
179.0895833,-34.84375,-2364,Dolomite
179.0270833,-34.83125,-2364,Dolomite
179.06875,-34.87708333,-2363,Dolomite
179.0520833,-34.84375,-2363,Dolomite
179.1145833,-34.84375,-2363,Dolomite
179.0729167,-34.91875,-2362,Dolomite
179.0520833,-34.83125,-2362,Dolomite
179.0229167,-34.92291667,-2361,Dolomite
179.01875,-34.88541667,-2361,Dolomite
179.0354167,-34.91041667,-2360,Dolomite
179.0479167,-34.84375,-2360,Dolomite
179.0645833,-34.84375,-2359,Dolomite
179.08125,-34.83958333,-2359,Dolomite
179.03125,-34.91458333,-2358,Dolomite
179.0479167,-34.83125,-2358,Dolomite
179.01875,-34.88958333,-2357,Dolomite
179.0270833,-34.88958333,-2357,Dolomite
179.0520833,-34.85208333,-2357,Dolomite
179.0604167,-34.89375,-2356,Dolomite
179.1145833,-34.85625,-2356,Dolomite
179.04375,-34.83125,-2356,Dolomite
179.0604167,-34.87291667,-2355,Dolomite
179.0729167,-34.89791667,-2353,Dolomite
179.0604167,-34.85625,-2352,Dolomite
179.0604167,-34.84375,-2352,Dolomite
179.0229167,-34.83541667,-2352,Dolomite
179.0354167,-34.89375,-2351,Dolomite
179.0520833,-34.88541667,-2351,Dolomite
179.1020833,-34.86875,-2351,Dolomite
179.0479167,-34.85625,-2351,Dolomite
179.03125,-34.83125,-2351,Dolomite
179.0645833,-34.88125,-2350,Dolomite
179.03125,-34.89375,-2349,Dolomite
179.0729167,-34.86875,-2349,Dolomite
179.0854167,-34.84375,-2349,Dolomite
179.0354167,-34.83125,-2349,Dolomite
179.0479167,-34.91458333,-2348,Dolomite
179.04375,-34.90625,-2348,Dolomite
179.04375,-34.90208333,-2348,Dolomite
179.0395833,-34.84375,-2348,Dolomite
179.0854167,-34.90208333,-2346,Dolomite
179.04375,-34.89791667,-2344,Dolomite
179.04375,-34.84375,-2344,Dolomite
179.01875,-34.83958333,-2344,Dolomite
179.01875,-34.89791667,-2343,Dolomite
179.0229167,-34.88541667,-2343,Dolomite
179.09375,-34.85208333,-2343,Dolomite
179.0395833,-34.83125,-2343,Dolomite
179.04375,-34.87708333,-2341,Dolomite
179.05625,-34.86458333,-2341,Dolomite
179.05625,-34.85625,-2340,Dolomite
179.0395833,-34.84791667,-2340,Dolomite
179.0729167,-34.84791667,-2340,Dolomite
179.0645833,-34.88541667,-2338,Dolomite
179.0729167,-34.88541667,-2338,Dolomite
179.0270833,-34.88541667,-2337,Dolomite
179.04375,-34.89375,-2336,Dolomite
179.1020833,-34.88958333,-2336,Dolomite
179.09375,-34.87708333,-2336,Dolomite
179.1104167,-34.84791667,-2334,Dolomite
179.0270833,-34.91875,-2333,Dolomite
179.1104167,-34.85208333,-2333,Dolomite
179.0895833,-34.88541667,-2331,Dolomite
179.0229167,-34.89375,-2330,Dolomite
179.01875,-34.88125,-2326,Dolomite
179.1104167,-34.85625,-2326,Dolomite
179.1104167,-34.84375,-2326,Dolomite
179.0895833,-34.86458333,-2325,Dolomite
179.0895833,-34.84791667,-2324,Dolomite
179.0270833,-34.83541667,-2322,Dolomite
179.0770833,-34.91458333,-2321,Dolomite
179.0729167,-34.87708333,-2321,Dolomite
179.1145833,-34.86041667,-2321,Dolomite
179.05625,-34.84375,-2321,Dolomite
179.0770833,-34.86875,-2320,Dolomite
179.0479167,-34.86041667,-2320,Dolomite
179.0645833,-34.83125,-2320,Dolomite
179.0479167,-34.88125,-2319,Dolomite
179.05625,-34.83125,-2319,Dolomite
179.05625,-34.87708333,-2318,Dolomite
179.0395833,-34.86875,-2318,Dolomite
179.0895833,-34.89791667,-2317,Dolomite
179.09375,-34.87291667,-2317,Dolomite
179.0395833,-34.91041667,-2316,Dolomite
179.0854167,-34.88958333,-2316,Dolomite
179.01875,-34.84375,-2316,Dolomite
179.0229167,-34.83958333,-2316,Dolomite
179.0979167,-34.85625,-2314,Dolomite
179.0604167,-34.83125,-2314,Dolomite
179.03125,-34.83541667,-2313,Dolomite
179.0645833,-34.89375,-2312,Dolomite
179.09375,-34.89375,-2312,Dolomite
179.0229167,-34.88125,-2312,Dolomite
179.01875,-34.87708333,-2312,Dolomite
179.08125,-34.84375,-2312,Dolomite
179.04375,-34.83541667,-2310,Dolomite
179.0229167,-34.87708333,-2309,Dolomite
179.09375,-34.85625,-2309,Dolomite
179.0479167,-34.83541667,-2309,Dolomite
179.0354167,-34.83541667,-2308,Dolomite
179.0479167,-34.90208333,-2307,Dolomite
179.1145833,-34.87291667,-2307,Dolomite
179.0395833,-34.83541667,-2307,Dolomite
179.06875,-34.83125,-2305,Dolomite
179.1145833,-34.86875,-2302,Dolomite
179.0395833,-34.85208333,-2302,Dolomite
179.01875,-34.84791667,-2302,Dolomite
179.1104167,-34.86041667,-2300,Dolomite
179.06875,-34.91875,-2299,Dolomite
179.0479167,-34.89791667,-2299,Dolomite
179.0270833,-34.88125,-2299,Dolomite
179.0729167,-34.88125,-2298,Dolomite
179.0229167,-34.87291667,-2297,Dolomite
179.0270833,-34.83958333,-2297,Dolomite
179.04375,-34.87291667,-2296,Dolomite
179.0229167,-34.84375,-2296,Dolomite
179.0520833,-34.83541667,-2296,Dolomite
179.1020833,-34.88541667,-2295,Dolomite
179.0979167,-34.86458333,-2294,Dolomite
179.0854167,-34.84791667,-2294,Dolomite
179.0770833,-34.83125,-2294,Dolomite
179.0270833,-34.92291667,-2293,Dolomite
179.1145833,-34.87708333,-2293,Dolomite
179.0354167,-34.91458333,-2292,Dolomite
179.0395833,-34.88958333,-2292,Dolomite
179.01875,-34.87291667,-2291,Dolomite
179.0770833,-34.86458333,-2291,Dolomite
179.0520833,-34.85625,-2288,Dolomite
179.0895833,-34.85208333,-2288,Dolomite
179.01875,-34.85208333,-2287,Dolomite
179.0770833,-34.89375,-2286,Dolomite
179.10625,-34.84791667,-2286,Dolomite
179.03125,-34.83958333,-2286,Dolomite
179.0645833,-34.92291667,-2284,Dolomite
179.1020833,-34.87291667,-2284,Dolomite
179.10625,-34.85208333,-2284,Dolomite
179.06875,-34.84791667,-2284,Dolomite
179.1145833,-34.83958333,-2284,Dolomite
179.0729167,-34.91458333,-2282,Dolomite
179.1145833,-34.86458333,-2282,Dolomite
179.0770833,-34.83541667,-2281,Dolomite
179.06875,-34.88541667,-2280,Dolomite
179.10625,-34.85625,-2280,Dolomite
179.10625,-34.91458333,-2279,Dolomite
179.0729167,-34.83125,-2279,Dolomite
179.10625,-34.91041667,-2278,Dolomite
179.0479167,-34.89375,-2278,Dolomite
179.0229167,-34.86875,-2278,Dolomite
179.05625,-34.88958333,-2277,Dolomite
179.1020833,-34.91875,-2276,Dolomite
179.08125,-34.90208333,-2276,Dolomite
179.0604167,-34.87708333,-2276,Dolomite
179.0229167,-34.84791667,-2276,Dolomite
179.10625,-34.84375,-2276,Dolomite
179.1020833,-34.91458333,-2275,Dolomite
179.01875,-34.89375,-2275,Dolomite
179.04375,-34.88958333,-2275,Dolomite
179.0979167,-34.88958333,-2275,Dolomite
179.0520833,-34.86041667,-2275,Dolomite
179.01875,-34.85625,-2275,Dolomite
179.1020833,-34.92291667,-2274,Dolomite
179.03125,-34.91875,-2274,Dolomite
179.06875,-34.89375,-2274,Dolomite
179.1020833,-34.88125,-2274,Dolomite
179.10625,-34.90625,-2273,Dolomite
179.10625,-34.91875,-2272,Dolomite
179.0479167,-34.90625,-2272,Dolomite
179.01875,-34.86875,-2272,Dolomite
179.1020833,-34.91041667,-2271,Dolomite
179.1104167,-34.91041667,-2271,Dolomite
179.06875,-34.88125,-2271,Dolomite
179.0270833,-34.87708333,-2271,Dolomite
179.1020833,-34.87708333,-2271,Dolomite
179.0395833,-34.85625,-2271,Dolomite
179.0395833,-34.86458333,-2270,Dolomite
179.1104167,-34.90625,-2269,Dolomite
179.0979167,-34.86041667,-2269,Dolomite
179.10625,-34.86041667,-2269,Dolomite
179.0645833,-34.87291667,-2268,Dolomite
179.1020833,-34.90625,-2267,Dolomite
179.1145833,-34.90625,-2267,Dolomite
179.0770833,-34.85208333,-2267,Dolomite
179.0729167,-34.89375,-2265,Dolomite
179.01875,-34.86458333,-2265,Dolomite
179.0229167,-34.86458333,-2265,Dolomite
179.1104167,-34.86458333,-2265,Dolomite
179.10625,-34.92291667,-2263,Dolomite
179.0270833,-34.87291667,-2262,Dolomite
179.08125,-34.86041667,-2262,Dolomite
179.0229167,-34.85625,-2262,Dolomite
179.0229167,-34.85208333,-2262,Dolomite
179.0979167,-34.92291667,-2261,Dolomite
179.1020833,-34.82708333,-2261,Dolomite
179.04375,-34.84791667,-2260,Dolomite
179.0979167,-34.90625,-2259,Dolomite
179.0979167,-34.82708333,-2259,Dolomite
179.1104167,-34.91458333,-2257,Dolomite
179.03125,-34.88125,-2257,Dolomite
179.1145833,-34.88125,-2257,Dolomite
179.1145833,-34.90208333,-2256,Dolomite
179.0895833,-34.88125,-2256,Dolomite
179.0395833,-34.86041667,-2256,Dolomite
179.0270833,-34.84375,-2256,Dolomite
179.0520833,-34.90208333,-2255,Dolomite
179.0979167,-34.91041667,-2254,Dolomite
179.01875,-34.86041667,-2254,Dolomite
179.1104167,-34.90208333,-2253,Dolomite
179.0270833,-34.86875,-2253,Dolomite
179.0229167,-34.86041667,-2252,Dolomite
179.04375,-34.91041667,-2251,Dolomite
179.0979167,-34.91875,-2250,Dolomite
179.0479167,-34.87708333,-2250,Dolomite
179.0895833,-34.85625,-2250,Dolomite
179.0354167,-34.92291667,-2249,Dolomite
179.1145833,-34.91041667,-2249,Dolomite
179.0895833,-34.86875,-2249,Dolomite
179.0604167,-34.84791667,-2249,Dolomite
179.0645833,-34.83541667,-2249,Dolomite
179.1104167,-34.92291667,-2248,Dolomite
179.08125,-34.84791667,-2248,Dolomite
179.0520833,-34.89791667,-2247,Dolomite
179.0854167,-34.89791667,-2247,Dolomite
179.1145833,-34.89375,-2247,Dolomite
179.03125,-34.88958333,-2247,Dolomite
179.1104167,-34.86875,-2247,Dolomite
179.0270833,-34.86458333,-2247,Dolomite
179.0645833,-34.84791667,-2246,Dolomite
179.0354167,-34.83958333,-2246,Dolomite
179.0770833,-34.83958333,-2246,Dolomite
179.1145833,-34.89791667,-2245,Dolomite
179.03125,-34.92291667,-2244,Dolomite
179.0895833,-34.89375,-2244,Dolomite
179.06875,-34.91458333,-2243,Dolomite
179.03125,-34.87708333,-2243,Dolomite
179.05625,-34.84791667,-2243,Dolomite
179.10625,-34.90208333,-2242,Dolomite
179.09375,-34.86041667,-2242,Dolomite
179.10625,-34.86458333,-2241,Dolomite
179.0479167,-34.84791667,-2241,Dolomite
179.0604167,-34.83541667,-2241,Dolomite
179.0645833,-34.91875,-2240,Dolomite
179.1104167,-34.91875,-2240,Dolomite
179.0770833,-34.91041667,-2239,Dolomite
179.0395833,-34.92291667,-2238,Dolomite
179.1104167,-34.89791667,-2237,Dolomite
179.03125,-34.88541667,-2237,Dolomite
179.0979167,-34.86875,-2237,Dolomite
179.09375,-34.82708333,-2237,Dolomite
179.05625,-34.88125,-2236,Dolomite
179.0520833,-34.84791667,-2236,Dolomite
179.0354167,-34.91875,-2235,Dolomite
179.05625,-34.83541667,-2235,Dolomite
179.09375,-34.91458333,-2234,Dolomite
179.06875,-34.83541667,-2234,Dolomite
179.1145833,-34.92291667,-2233,Dolomite
179.0979167,-34.91458333,-2233,Dolomite
179.0729167,-34.83541667,-2232,Dolomite
179.1020833,-34.90208333,-2231,Dolomite
179.1145833,-34.88958333,-2231,Dolomite
179.0854167,-34.88541667,-2231,Dolomite
179.03125,-34.84375,-2231,Dolomite
179.1104167,-34.87291667,-2229,Dolomite
179.09375,-34.91875,-2228,Dolomite
179.09375,-34.91041667,-2228,Dolomite
179.1104167,-34.83958333,-2227,Dolomite
179.03125,-34.87291667,-2226,Dolomite
179.0270833,-34.84791667,-2226,Dolomite
179.0854167,-34.85208333,-2225,Dolomite
179.1104167,-34.89375,-2224,Dolomite
179.0354167,-34.88958333,-2224,Dolomite
179.0520833,-34.88125,-2224,Dolomite
179.1145833,-34.83541667,-2223,Dolomite
179.09375,-34.92291667,-2222,Dolomite
179.09375,-34.90625,-2221,Dolomite
179.0645833,-34.91458333,-2218,Dolomite
179.04375,-34.83958333,-2218,Dolomite
179.0979167,-34.83125,-2218,Dolomite
179.0979167,-34.88541667,-2217,Dolomite
179.09375,-34.83125,-2217,Dolomite
179.0520833,-34.89375,-2216,Dolomite
179.10625,-34.89791667,-2215,Dolomite
179.1145833,-34.88541667,-2215,Dolomite
179.0479167,-34.83958333,-2215,Dolomite
179.0895833,-34.91458333,-2214,Dolomite
179.1104167,-34.87708333,-2214,Dolomite
179.0395833,-34.83958333,-2214,Dolomite
179.1145833,-34.91875,-2213,Dolomite
179.0895833,-34.91875,-2212,Dolomite
179.0979167,-34.90208333,-2212,Dolomite
179.0270833,-34.86041667,-2212,Dolomite
179.0854167,-34.92291667,-2210,Dolomite
179.0479167,-34.88958333,-2210,Dolomite
179.0895833,-34.92291667,-2209,Dolomite
179.0854167,-34.91875,-2209,Dolomite
179.0395833,-34.91458333,-2209,Dolomite
179.0270833,-34.85208333,-2209,Dolomite
179.04375,-34.85208333,-2209,Dolomite
179.0895833,-34.82708333,-2209,Dolomite
179.10625,-34.82708333,-2209,Dolomite
179.09375,-34.88958333,-2208,Dolomite
179.04375,-34.86875,-2208,Dolomite
179.0729167,-34.91041667,-2206,Dolomite
179.08125,-34.88958333,-2206,Dolomite
179.0895833,-34.87708333,-2206,Dolomite
179.0645833,-34.86041667,-2206,Dolomite
